date,platform,campaign_id,campaign_name,objective,ad_group_id,ad_group_name,impressions,clicks,spend,conversions,conversion_value,video_views,video_watch_25,video_watch_50,video_watch_75,video_watch_100,likes,shares,comments,reach,frequency,quality_score,search_impression_share,engagements,engagement_rate,ctr,cpc,cpm,cvr,cpa,roas,video_view_rate,video_completion_rate,source_file
2024-01-20,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,142345,2678,734.50,73,,97890,72345,48901,36789,24890,4901,1356,256,,,,,6513,0.0458,0.0188,0.27,5.16,0.0273,10.06,,0.6877,0.2543,03_tiktok_ads.csv
2024-01-20,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,218901,3456,414.40,29,,173456,131567,103567,67234,40567,8012,2201,523,,,,,10736,0.0490,0.0158,0.12,1.89,0.0084,14.29,,0.7924,0.2339,03_tiktok_ads.csv
2024-01-20,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,389012,6234,967.80,98,,321234,258901,207890,147234,97456,16901,4912,1345,,,,,23158,0.0595,0.0160,0.16,2.49,0.0157,9.88,,0.8258,0.3034,03_tiktok_ads.csv
2024-01-21,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,41567,823,118.90,12,,7456,,,,,,,,35123,1.1800,,,,0.0198,0.0198,0.14,2.86,0.0146,9.91,,0.1794,,01_facebook_ads.csv
2024-01-21,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,10234,467,178.40,30,,945,,,,,,,,8456,1.2100,,,,0.0456,0.0456,0.38,17.43,0.0642,5.95,,0.0923,,01_facebook_ads.csv
2024-01-21,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,32890,1178,171.20,22,,3789,,,,,,,,27234,1.2100,,,,0.0358,0.0358,0.15,5.21,0.0187,7.78,,0.1152,,01_facebook_ads.csv
2024-01-21,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,62345,223,76.30,4,,41234,,,,,,,,51567,1.2000,,,,0.0036,0.0036,0.34,1.22,0.0179,19.07,,0.6614,,01_facebook_ads.csv
2024-01-21,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,21567,1089,207.80,41,2050.00,,,,,,,,,,,9.0000,0.8800,,,0.0505,0.19,9.64,0.0376,5.07,9.8653,,,02_google_ads.csv
2024-01-21,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,38901,778,498.70,19,950.00,,,,,,,,,,,6.0000,0.4100,,,0.0200,0.64,12.82,0.0244,26.25,1.9050,,,02_google_ads.csv
2024-01-21,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,62345,1989,365.40,57,2850.00,,,,,,,,,,,8.0000,0.6300,,,0.0319,0.18,5.86,0.0287,6.41,7.7997,,,02_google_ads.csv
2024-01-21,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,118234,423,116.20,11,550.00,,,,,,,,,,,7.0000,0.3200,,,0.0036,0.27,0.98,0.0260,10.56,4.7332,,,02_google_ads.csv
2024-01-21,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,234567,3456,445.70,34,,195234,153456,96234,65234,43567,8756,2234,534,,,,,11524,0.0491,0.0147,0.13,1.90,0.0098,13.11,,0.8323,0.2232,03_tiktok_ads.csv
2024-01-21,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,128901,2456,678.90,67,,89234,67234,45234,34234,23456,4567,1234,234,,,,,6035,0.0468,0.0191,0.28,5.27,0.0273,10.13,,0.6923,0.2629,03_tiktok_ads.csv
2024-01-21,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,201234,3123,374.50,26,,157890,121234,96234,61234,37456,7345,2034,489,,,,,9868,0.0490,0.0155,0.12,1.86,0.0083,14.40,,0.7846,0.2372,03_tiktok_ads.csv
2024-01-21,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,367890,6012,923.40,94,,301234,245678,196789,140234,93456,16234,4789,1289,,,,,22312,0.0606,0.0163,0.15,2.51,0.0156,9.82,,0.8188,0.3102,03_tiktok_ads.csv
2024-01-22,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,45234,912,129.80,14,,8234,,,,,,,,38567,1.1700,,,,0.0202,0.0202,0.14,2.87,0.0154,9.27,,0.1820,,01_facebook_ads.csv
2024-01-22,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,12456,567,209.60,36,,1234,,,,,,,,9876,1.2600,,,,0.0455,0.0455,0.37,16.83,0.0635,5.82,,0.0991,,01_facebook_ads.csv
2024-01-22,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,35123,1267,194.50,26,,4345,,,,,,,,29123,1.2100,,,,0.0361,0.0361,0.15,5.54,0.0205,7.48,,0.1237,,01_facebook_ads.csv
2024-01-22,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,66789,245,84.70,5,,44567,,,,,,,,54890,1.2200,,,,0.0037,0.0037,0.35,1.27,0.0204,16.94,,0.6673,,01_facebook_ads.csv
2024-01-22,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,24234,1267,241.20,47,2350.00,,,,,,,,,,,9.0000,0.9100,,,0.0523,0.19,9.95,0.0371,5.13,9.7430,,,02_google_ads.csv
2024-01-22,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,42890,845,549.30,22,1100.00,,,,,,,,,,,7.0000,0.4400,,,0.0197,0.65,12.81,0.0260,24.97,2.0025,,,02_google_ads.csv
2024-01-22,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,66789,2223,407.90,64,3200.00,,,,,,,,,,,8.0000,0.6600,,,0.0333,0.18,6.11,0.0288,6.37,7.8451,,,02_google_ads.csv
2024-01-22,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,127890,456,125.60,13,650.00,,,,,,,,,,,7.0000,0.3400,,,0.0036,0.28,0.98,0.0285,9.66,5.1752,,,02_google_ads.csv
2024-01-22,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,267890,3945,523.40,40,,221234,173456,109234,73567,49234,9789,2634,623,,,,,13046,0.0487,0.0147,0.13,1.95,0.0101,13.08,,0.8258,0.2225,03_tiktok_ads.csv
2024-01-22,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,148901,2834,767.50,77,,103456,76234,51234,38567,25789,5123,1456,278,,,,,6857,0.0461,0.0190,0.27,5.15,0.0272,9.97,,0.6948,0.2493,03_tiktok_ads.csv
2024-01-22,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,228901,3634,441.90,31,,182345,137890,108901,70567,42789,8456,2301,545,,,,,11302,0.0494,0.0159,0.12,1.93,0.0085,14.25,,0.7966,0.2347,03_tiktok_ads.csv
2024-01-22,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,398567,6534,998.70,98,,332345,267890,214567,151234,99567,17756,5012,1389,,,,,24157,0.0606,0.0164,0.15,2.51,0.0150,10.19,,0.8338,0.2996,03_tiktok_ads.csv
2024-01-23,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,48567,989,140.30,15,,8945,,,,,,,,40456,1.2000,,,,0.0204,0.0204,0.14,2.89,0.0152,9.35,,0.1842,,01_facebook_ads.csv
2024-01-23,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,13789,623,229.80,38,,1489,,,,,,,,10789,1.2800,,,,0.0452,0.0452,0.37,16.67,0.0610,6.05,,0.1080,,01_facebook_ads.csv
2024-01-23,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,37456,1389,213.40,29,,4890,,,,,,,,30567,1.2200,,,,0.0371,0.0371,0.15,5.70,0.0209,7.36,,0.1306,,01_facebook_ads.csv
2024-01-23,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,71234,256,90.50,6,,48123,,,,,,,,58567,1.2200,,,,0.0036,0.0036,0.35,1.27,0.0234,15.08,,0.6756,,01_facebook_ads.csv
2024-01-23,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,25678,1356,259.40,51,2550.00,,,,,,,,,,,9.0000,0.9200,,,0.0528,0.19,10.10,0.0376,5.09,9.8304,,,02_google_ads.csv
2024-01-23,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,45123,912,577.80,24,1200.00,,,,,,,,,,,7.0000,0.4500,,,0.0202,0.63,12.80,0.0263,24.07,2.0768,,,02_google_ads.csv
2024-01-23,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,70234,2389,432.60,69,3450.00,,,,,,,,,,,8.0000,0.6700,,,0.0340,0.18,6.16,0.0289,6.27,7.9750,,,02_google_ads.csv
2024-01-23,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,133456,489,131.20,14,700.00,,,,,,,,,,,7.0000,0.3500,,,0.0037,0.27,0.98,0.0286,9.37,5.3354,,,02_google_ads.csv
2024-01-23,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,289012,4234,556.70,43,,234567,182345,114567,77234,51234,10345,2789,656,,,,,13790,0.0477,0.0146,0.13,1.93,0.0102,12.95,,0.8116,0.2184,03_tiktok_ads.csv
2024-01-23,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,156789,3012,812.30,82,,109876,81234,54678,41234,27567,5456,1567,289,,,,,7312,0.0466,0.0192,0.27,5.18,0.0272,9.91,,0.7008,0.2509,03_tiktok_ads.csv
2024-01-23,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,245678,3890,467.80,34,,195678,148234,117234,75234,45789,8567,2345,567,,,,,11479,0.0467,0.0158,0.12,1.90,0.0087,13.76,,0.7965,0.2340,03_tiktok_ads.csv
2024-01-23,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,423456,6890,1056.80,107,,356789,289234,231456,164567,109234,18890,5456,1489,,,,,25835,0.0610,0.0163,0.15,2.50,0.0155,9.88,,0.8426,0.3062,03_tiktok_ads.csv
2024-01-24,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,51234,1067,149.70,17,,9234,,,,,,,,42567,1.2000,,,,0.0208,0.0208,0.14,2.92,0.0159,8.81,,0.1802,,01_facebook_ads.csv
2024-01-24,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,14890,712,251.60,43,,1578,,,,,,,,11790,1.2600,,,,0.0478,0.0478,0.35,16.90,0.0604,5.85,,0.1060,,01_facebook_ads.csv
2024-01-24,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,39234,1489,227.90,32,,5234,,,,,,,,32123,1.2200,,,,0.0379,0.0380,0.15,5.81,0.0215,7.12,,0.1334,,01_facebook_ads.csv
2024-01-24,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,74567,267,95.80,7,,50234,,,,,,,,60789,1.2300,,,,0.0036,0.0036,0.36,1.28,0.0262,13.69,,0.6737,,01_facebook_ads.csv
2024-01-24,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,27123,1434,274.30,55,2750.00,,,,,,,,,,,9.0000,0.9300,,,0.0529,0.19,10.11,0.0384,4.99,10.0255,,,02_google_ads.csv
2024-01-24,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,47890,978,613.50,26,1300.00,,,,,,,,,,,7.0000,0.4600,,,0.0204,0.63,12.81,0.0266,23.60,2.1190,,,02_google_ads.csv
2024-01-24,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,73456,2501,456.70,73,3650.00,,,,,,,,,,,8.0000,0.6900,,,0.0340,0.18,6.22,0.0292,6.26,7.9921,,,02_google_ads.csv
2024-01-24,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,139234,523,136.80,15,750.00,,,,,,,,,,,7.0000,0.3600,,,0.0038,0.26,0.98,0.0287,9.12,5.4825,,,02_google_ads.csv
2024-01-24,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,312345,4567,623.40,48,,256789,200234,125678,84567,56234,11234,3012,723,,,,,14969,0.0479,0.0146,0.14,2.00,0.0105,12.99,,0.8221,0.2190,03_tiktok_ads.csv
2024-01-24,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,172345,3345,867.90,87,,123456,91234,61567,46234,30789,5890,1678,334,,,,,7902,0.0458,0.0194,0.26,5.04,0.0260,9.98,,0.7163,0.2494,03_tiktok_ads.csv
2024-01-24,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,267890,4123,512.60,37,,212345,160234,126789,81234,49234,9123,2567,612,,,,,12302,0.0459,0.0154,0.12,1.91,0.0090,13.85,,0.7927,0.2319,03_tiktok_ads.csv
2024-01-24,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,456789,7456,1167.80,118,,389012,312345,249234,177890,118234,20234,5912,1623,,,,,27769,0.0608,0.0163,0.16,2.56,0.0158,9.90,,0.8516,0.3039,03_tiktok_ads.csv
2024-01-25,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,52789,1123,156.40,18,,9567,,,,,,,,43890,1.2000,,,,0.0213,0.0213,0.14,2.96,0.0160,8.69,,0.1812,,01_facebook_ads.csv
2024-01-25,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,15678,756,268.90,47,,1678,,,,,,,,12345,1.2700,,,,0.0482,0.0482,0.36,17.15,0.0622,5.72,,0.1070,,01_facebook_ads.csv
2024-01-25,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,40567,1567,238.60,34,,5456,,,,,,,,33234,1.2200,,,,0.0386,0.0386,0.15,5.88,0.0217,7.02,,0.1345,,01_facebook_ads.csv
2024-01-25,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,76890,278,99.20,8,,51567,,,,,,,,62890,1.2300,,,,0.0036,0.0036,0.36,1.29,0.0288,12.40,,0.6707,,01_facebook_ads.csv
2024-01-25,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,28234,1512,287.60,58,2900.00,,,,,,,,,,,9.0000,0.9400,,,0.0536,0.19,10.19,0.0384,4.96,10.0834,,,02_google_ads.csv
2024-01-25,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,49567,1012,634.20,27,1350.00,,,,,,,,,,,7.0000,0.4700,,,0.0204,0.63,12.79,0.0267,23.49,2.1287,,,02_google_ads.csv
2024-01-25,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,75234,2567,467.80,75,3750.00,,,,,,,,,,,8.0000,0.7000,,,0.0341,0.18,6.22,0.0292,6.24,8.0162,,,02_google_ads.csv
2024-01-25,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,142345,545,139.90,16,800.00,,,,,,,,,,,7.0000,0.3700,,,0.0038,0.26,0.98,0.0294,8.74,5.7184,,,02_google_ads.csv
2024-01-25,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,323456,4789,645.70,50,,267890,208901,131234,88234,58901,11567,3134,734,,,,,15435,0.0477,0.0148,0.13,2.00,0.0104,12.91,,0.8282,0.2199,03_tiktok_ads.csv
2024-01-25,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,178901,3456,889.50,89,,128901,95678,64567,48567,32345,6123,1734,345,,,,,8202,0.0458,0.0193,0.26,4.97,0.0258,9.99,,0.7205,0.2509,03_tiktok_ads.csv
2024-01-25,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,278901,4234,534.20,39,,223456,168901,133456,85678,51789,9456,2634,623,,,,,12713,0.0456,0.0152,0.13,1.92,0.0092,13.70,,0.8012,0.2318,03_tiktok_ads.csv
2024-01-25,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,467890,7623,1189.40,120,,401234,323456,258901,184567,122345,20789,6034,1678,,,,,28501,0.0609,0.0163,0.16,2.54,0.0157,9.91,,0.8575,0.3049,03_tiktok_ads.csv
2024-01-26,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,50123,1034,147.50,17,,9123,,,,,,,,41890,1.2000,,,,0.0206,0.0206,0.14,2.94,0.0164,8.68,,0.1820,,01_facebook_ads.csv
2024-01-26,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,14234,689,254.70,44,,1456,,,,,,,,11234,1.2700,,,,0.0484,0.0484,0.37,17.89,0.0639,5.79,,0.1023,,01_facebook_ads.csv
2024-01-26,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,38890,1445,231.20,32,,5123,,,,,,,,31567,1.2300,,,,0.0372,0.0372,0.16,5.94,0.0221,7.22,,0.1317,,01_facebook_ads.csv
2024-01-26,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,73456,261,94.60,7,,49234,,,,,,,,59567,1.2300,,,,0.0036,0.0036,0.36,1.29,0.0268,13.51,,0.6703,,01_facebook_ads.csv
2024-01-26,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,26789,1378,263.40,53,2650.00,,,,,,,,,,,9.0000,0.9200,,,0.0514,0.19,9.83,0.0385,4.97,10.0607,,,02_google_ads.csv
2024-01-26,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,47234,945,605.60,25,1250.00,,,,,,,,,,,7.0000,0.4600,,,0.0200,0.64,12.82,0.0265,24.22,2.0641,,,02_google_ads.csv
2024-01-26,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,72890,2434,450.20,71,3550.00,,,,,,,,,,,8.0000,0.6900,,,0.0334,0.18,6.18,0.0292,6.34,7.8854,,,02_google_ads.csv
2024-01-26,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,138567,512,136.20,15,750.00,,,,,,,,,,,7.0000,0.3600,,,0.0037,0.27,0.98,0.0293,9.08,5.5066,,,02_google_ads.csv
2024-01-26,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,301234,4456,589.90,46,,245678,191234,119234,80234,53456,10789,2901,689,,,,,14379,0.0477,0.0148,0.13,1.96,0.0103,12.82,,0.8156,0.2176,03_tiktok_ads.csv
2024-01-26,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,167890,3234,845.60,85,,117890,87234,58901,44234,29567,5678,1634,312,,,,,7624,0.0454,0.0193,0.26,5.04,0.0263,9.95,,0.7022,0.2508,03_tiktok_ads.csv
2024-01-26,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,256789,4012,489.20,36,,201234,152345,120456,77890,47234,8901,2456,589,,,,,11946,0.0465,0.0156,0.12,1.91,0.0090,13.59,,0.7837,0.2347,03_tiktok_ads.csv
2024-01-26,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,445678,7234,1123.50,113,,378901,304567,243456,172345,114567,19567,5678,1567,,,,,26812,0.0602,0.0162,0.16,2.52,0.0156,9.94,,0.8502,0.3024,03_tiktok_ads.csv
2024-01-27,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,46234,934,133.80,15,,8456,,,,,,,,38890,1.1900,,,,0.0202,0.0202,0.14,2.89,0.0161,8.92,,0.1829,,01_facebook_ads.csv
2024-01-27,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,12567,567,209.40,36,,1267,,,,,,,,9890,1.2700,,,,0.0451,0.0451,0.37,16.66,0.0635,5.82,,0.1008,,01_facebook_ads.csv
2024-01-27,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,35890,1289,197.80,27,,4567,,,,,,,,29567,1.2100,,,,0.0359,0.0359,0.15,5.51,0.0209,7.33,,0.1272,,01_facebook_ads.csv
2024-01-27,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,68234,245,85.90,5,,45678,,,,,,,,55890,1.2200,,,,0.0036,0.0036,0.35,1.26,0.0204,17.18,,0.6694,,01_facebook_ads.csv
2024-01-27,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,25234,1312,250.30,49,2450.00,,,,,,,,,,,9.0000,0.9100,,,0.0520,0.19,9.92,0.0373,5.11,9.7883,,,02_google_ads.csv
2024-01-27,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,45678,901,584.50,24,1200.00,,,,,,,,,,,7.0000,0.4500,,,0.0197,0.65,12.80,0.0266,24.35,2.0530,,,02_google_ads.csv
2024-01-27,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,70123,2356,431.20,68,3400.00,,,,,,,,,,,8.0000,0.6800,,,0.0336,0.18,6.15,0.0289,6.34,7.8850,,,02_google_ads.csv
2024-01-27,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,134890,489,132.70,14,700.00,,,,,,,,,,,7.0000,0.3500,,,0.0036,0.27,0.98,0.0286,9.48,5.2751,,,02_google_ads.csv
2024-01-27,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,278901,4123,545.60,42,,229234,179234,112234,75678,50234,10123,2712,645,,,,,13480,0.0483,0.0148,0.13,1.96,0.0102,12.99,,0.8219,0.2191,03_tiktok_ads.csv
2024-01-27,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,153456,2945,789.20,79,,107890,79567,53678,40234,26890,5234,1456,278,,,,,6968,0.0454,0.0192,0.27,5.14,0.0268,9.99,,0.7031,0.2492,03_tiktok_ads.csv
2024-01-27,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,236789,3734,456.80,33,,187890,142345,112345,72345,43789,8456,2267,545,,,,,11268,0.0476,0.0158,0.12,1.93,0.0088,13.84,,0.7935,0.2331,03_tiktok_ads.csv
2024-01-27,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,423456,6789,1034.50,104,,356789,287234,229234,162345,107890,18756,5345,1456,,,,,25557,0.0604,0.0160,0.15,2.44,0.0153,9.95,,0.8426,0.3024,03_tiktok_ads.csv
2024-01-28,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,44567,890,127.60,13,,8123,,,,,,,,37456,1.1900,,,,0.0200,0.0200,0.14,2.86,0.0146,9.82,,0.1823,,01_facebook_ads.csv
2024-01-28,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,11456,523,192.30,33,,1089,,,,,,,,8967,1.2800,,,,0.0457,0.0457,0.37,16.79,0.0631,5.83,,0.0951,,01_facebook_ads.csv
2024-01-28,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,33567,1203,184.50,25,,4123,,,,,,,,27890,1.2000,,,,0.0358,0.0358,0.15,5.50,0.0208,7.38,,0.1228,,01_facebook_ads.csv
2024-01-28,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,65789,234,80.40,4,,43890,,,,,,,,54123,1.2100,,,,0.0036,0.0036,0.34,1.22,0.0171,20.10,,0.6671,,01_facebook_ads.csv
2024-01-28,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,23567,1189,226.80,44,2200.00,,,,,,,,,,,9.0000,0.9000,,,0.0505,0.19,9.62,0.0370,5.15,9.7002,,,02_google_ads.csv
2024-01-28,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,42890,834,549.30,21,1050.00,,,,,,,,,,,7.0000,0.4300,,,0.0194,0.66,12.81,0.0252,26.16,1.9115,,,02_google_ads.csv
2024-01-28,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,66234,2167,395.80,61,3050.00,,,,,,,,,,,8.0000,0.6600,,,0.0327,0.18,5.98,0.0281,6.49,7.7059,,,02_google_ads.csv
2024-01-28,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,127345,445,125.10,12,600.00,,,,,,,,,,,7.0000,0.3300,,,0.0035,0.28,0.98,0.0270,10.42,4.7962,,,02_google_ads.csv
2024-01-28,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,267890,3945,501.20,40,,221234,173456,109234,73567,49234,9789,2634,623,,,,,13046,0.0487,0.0147,0.13,1.87,0.0101,12.53,,0.8258,0.2225,03_tiktok_ads.csv
2024-01-28,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,148901,2834,756.70,76,,101234,74567,50234,37890,25234,5012,1423,267,,,,,6702,0.0450,0.0190,0.27,5.08,0.0268,9.96,,0.6799,0.2493,03_tiktok_ads.csv
2024-01-28,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,223456,3567,427.70,30,,178901,135234,106789,69234,41789,8234,2267,534,,,,,11035,0.0494,0.0160,0.12,1.91,0.0084,14.26,,0.8006,0.2336,03_tiktok_ads.csv
2024-01-28,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,401234,6456,989.90,101,,332345,267890,214567,151234,99567,17234,5012,1378,,,,,23624,0.0589,0.0161,0.15,2.47,0.0156,9.80,,0.8283,0.2996,03_tiktok_ads.csv
2024-01-29,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,47890,967,138.40,15,,8789,,,,,,,,40234,1.1900,,,,0.0202,0.0202,0.14,2.89,0.0155,9.23,,0.1835,,01_facebook_ads.csv
2024-01-29,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,13234,612,226.50,39,,1345,,,,,,,,10456,1.2700,,,,0.0463,0.0462,0.37,17.12,0.0637,5.81,,0.1016,,01_facebook_ads.csv
2024-01-29,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,36234,1334,203.70,28,,4678,,,,,,,,30123,1.2000,,,,0.0368,0.0368,0.15,5.62,0.0210,7.27,,0.1291,,01_facebook_ads.csv
2024-01-29,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,69567,253,88.70,6,,46890,,,,,,,,57123,1.2200,,,,0.0036,0.0036,0.35,1.28,0.0237,14.78,,0.6740,,01_facebook_ads.csv
2024-01-29,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,24890,1278,244.20,47,2350.00,,,,,,,,,,,9.0000,0.9100,,,0.0513,0.19,9.81,0.0368,5.20,9.6233,,,02_google_ads.csv
